PoTAMOGETON PECTINATUS
Polygonum raii
Meniscium stenophyllum
Athyrium latifolium
Solanum Neesianum
MoNOTROPA Hypopitys
Fimbristylis spathacea
Erica vagans
HiERACiUM Pilosella
Artemisia Cina
CAREX EXTENSA
Bassia butyracea
Artemisia maritima
Melissa calamintha
Leucopogon verticillatus
Pinus Murrayana
Indigofera Kirkii
Acrostichum lepidopteris
Cussonia spicata
LASTREA ULIGINOSA
Rosa arvensis
Bromus giganteus
Nauclea purpurea
Laserpitium latifolium
PoPULUS TREMULA
albuca juncifolia
Tormentilla officinalis
DiPLACHNE VERTiciLLATA
Trixago apula
Verbena stricta
Galega tinctoria
Trifolium angustifolium
Nerine pudica
Narcissus PseudoNarcissus
Peristylus albidus
Chondrilla juncea
Arum Italicum
Amomum melegueta
Vinca herbacea
Angelica officinalis
Solanum Melongena
Cladrastis amurensis
Hypoestes aristata
AGAVE virginica
Plumbago rosea
Cycas media
Linosyris punctata
Duhamelia patens
Kniphofia longicollis
Aquilegia Sternbergii
Arundo calamagrostis
Calceolaria gracilis
Astragalus hypoglottis
Pancratium Rotatum
Petasitis vulgaris
Malvastrum linearifolium
ORONTIUM Japonicum
Aconitum napellus
Ruscus aculeatus
Cucurbita moschata
Carex leporina
Escallonia serrata
Cordia decandra
Xiphion Kolpakowskianum
AcoRus Calamus
SOLANUM DULCAMARA
Rubus fruticosus
Ceanothus capensis
Syringa sempervirens
Grevillea alpestris
Peucedanum minus
Thymus vulgaris
Leucadendron proteoides
Cheilanthes hispanica
Courimari guianensis
Cnicus Forsteri
Hopea fagifolia
Clematis Flammula
Dictamnus fraxinella
Lastrea ULIGINOSA
Andromeda pulverulenta
Trapella sinensis
Melicope indica
Lotus hispidus
Aconitum Clusii
Calamintha officinalis
Petroselinum peregrinum
Amsonia tomentosa
Protea Sceptrum
Bombax orientale
Diotis maritima
Lactuca Watsoniana
Sicyosperma gracile
Myrobalanus Bellirica
Statice limonium
ScROPHULARiA nodosa
Apargia Taraxaci
Odontospermum aquaticum
Begonia grandiflora
Hordeum marinum
Vaccinium uliginosum
Aster hyssopifolius
Circaea alpina
Conyza purpurascens
Arabis conringioides
Solanum corymbosum
CAREX TERETIUSCULA
Lycopsis rosea
Millingtonia hortensis
Ixora lanceolata
Soldanella alpina
Quercus sessiliflora
Muenteria puberula
Ferula Sumbul
Sclerochloa maritima
Calceolaria Pavonii
Selinum carvifolium
Capsella bursa-pastoris
Linaria Canadensis
Astragalus alopecuroides
Allium Subhirsutum
Senecio imbricatus
Mimosa plena
Galium cymulosum
Tolpis barbata
Phaseolus gracilis
Cherleria sedoides
LUZULA PALLESCENS
Amaryllis Candida
Freziera theoides
Fragaria vesca
Matthiola odoratissima
HABENARIA CONOPSEA
Perdicium piloselloides
Peperomia acutifolia
Anoplophytum incanum
Polystichum remotum
CARDUUS tenuiflorus
Ageratum conyzoides
Helianthemum chamaecistus
Telopea speciosissima
Pinus filifolia
Celastrus buxifolius
EHRHARTA gigantea
Arum maculatum
Avena pubescens
Arabis albida
Andromeda Pulverulenta
Iris graminea
Caucalis Anthriscus
LONICERA Ledebourii
Caryophyllus aromaticus
Malva diminutiva
Thozetia racemosa
TRIFOLIUM montanum
Aira caryophyllea
Salix fusca
Menispermum Cocculus
VIBURNUM Opulus
SALVIA Sclarea
Geranium molle
Daphne Gnidium
Verbesina venosa
Myosotis collina
Carpodinus Gossweileri
Caltha palustris
Euphorbia palustris
POLYGONUM VACCINIIFOLIUM
Bursa bursa-pastoris
ViscuM album
MONNINA OBTUSIFOLIA
Hymenophyllum oxyodon
STAPELIA vetula
Cochlearia Danica
Dendrobium fimbriatum
Asplenium Adiantum-nigrum
Zingiber latifolium
Sorbus latifolia
HoRDEUM murinum
Camellia drupifera
Anoectochilus setaceus
Convolvulus Batatas
Asphodelus fistulosus
Bersama Abyssinica
Banksia littoralis
Ononis decumbens
Hedypnois hirta
Hibiscus cisplatinus
Primula mutabilis
POLYPODIUM VULGARE
Odontoglossum madrense
CISTUS VAGINATUS
Lappa macrosperma
Malva Dilleniana
Larrea nitida
Sapium Moritzianum
Asclepias leucocarpa
Gnidia pentandra
IsATis TINCTORIA
ASPLENIUM SEPTENTRIONALE
Gentiana coronata
SiuM repens
Cytisus scoparius
Leptosiphon androsaceus
Isachne minutula
SoLiDAGO ViRGAUREA
CYSTOPTERIS REGIA
Templetonia glauca
ACONITUM ROTUNDIFOLIUM
Vatica Roxburghiana
Schoenus cyperoides
Neottia Nidus-avis
Corydalis angustifolia
Trifolium resupinatum
CocHLOspERMUM ANGOLENSE
Bahia rubella
Carex bipartita
Hydroglossum hirsutum
Armeria pubigera
Conoclinium ianthinum
Eucalyptus terminalis
Passiflora caerulea
Matricaria grandis
Ixia Meriana
Periploca linearis
Stipa crinita
Poa trivialis
Asystasia violacea
Carex stans
Alsinella media
Aciphylla glacialis
Taxus Canadensis
CoRYLUs Avellana
MUSA Ensete
Richea Gunnii
Vriesea psittacina
Commelina speciosa
DiDYMopLExis sylvatica
KoNiGA maritima
Digitaria humifusa
Orchis speciosa
Wolffia globosa
Triticum caninum
Brugmansia Knightii
Echinocereus pectinatus
Cardamine bellidifolia
Ajuga alpina
Calotropis Hamiltonii
Hibiscus Trionum
Cirsium britannicum
Linaria pelisseriana
Gastrodia orobanchoides
Juniperus sibirica
Lychnis affinis
Achillea cartilaginea
Geranium lobatum
Inga floribunda
Taxus baccata
Hypocyrta pulchra
DATURA Stramonium
Zamia tridentata
Lilium bulbiferum
Euphorbia arabica
Homanthis multiflorus
Browallia Demissa
Aegiceras majus
ScROPHULARiA ScoRODONiA
Primula ambita
Agrostis rupestris
Opuntia repens
Erica stricta
Perdicium mexicanum
Salix incana
OROBANCHE major
Senecio tenuifolius
PHILESIA BUXIFOLIA
Poa festuciformis
Genista sericea
Scoparia purpurea
Ranunculus Cesatianus
Astragalus glycyphyllos
THESIUM DECURRENS
Pterostylis nutans
LATHYRUS Aphaca
Rosa rubella
PoA pratensis
ASPLENIUM FONTANUM
Salacia pruinosa
Clematis chinensis
Dendrobium cucumerinum
Viola martia
Lastrea oreopteris
Potamogeton Proteus
TUSSILAGO Farfara
BALLOTA nigra
DisA AFFiNis
Libocedrus decurrens
Rosa systyla
Aspidium lepidocaulon
Orobanche rubra
Verbascum angustius
Porpax Meirax
Musa Mannii
Ficus platypoda
VERONICA hederifolia
Papaver orientale
Aloe elegans
CIRRHOPETALUM cornutum
Valerianella dentata
Achillea intermedia
Pinguicula alpina
Phlox paniculata
Bloomeria aurea
Spartium Scoparium
Brunia verticillata
Primula elatior
xiphion planifolium
Brassica Sinapis
Malva abutiloides
Crocus Olivieri
Veronica opaca
IXIA BULBIFERA
Averrhoa Bilimbi
RUMEX digynus
Lathyrus venosus
Tribulus cistoides
Xerotes hastilis
Antirrhinum Orontium
Sonchus arvensis
Cryptogramma crispa
Gynura scandens
Iris stylosa
Albuca minor
Parietaria Floridana
Fagus sylvatica
Geranium Columbinum
Ajuga Pyramidalis
Lonas inodora
Crambe filiformis
Madia elegans
Equisetum majus
Carex paludosa
Ferula parva
Potentilla Guentheri
Cerinthe aspera
Scrophularia marylandica
Malva crispa
Thlaspi virens
Barleria Hochstetteri
Erica inflata
Azorella lycopodioides
EUPHRASIA SALISBURGENSIS
Setaria viridis
Acacia pedicellata
Sida Gaudichaudiana
Cherleria Sedoides
Orchis foliosa
Ornithogalum tenuifolium
Cineraria alpina
Bambos Arundo
Protea grandiflora
VERBASCUM THAPsiFORME
Polypodium hirsutissimum
Doronicum austriacum
Corallorhiza multiflora
Willughbeia Burbidgei
Leycesteria formosa
Solanum macranthum
Coprosma lucida
Gesneria pardina
Diplostemma acaule
Alangium hexapetalum
CROSSOSOMA CALIFORNICUM
Eucomis Undulata
Dolichos Lubia
Crepis tectorum
Medicago marina
MEGACLINIUM platyrhachis
Lupinus densiflorus
Eugenia microphylla
VIOLA NANA
Scirpus dissitus
Artocarpus communis
Paulownia Fortunei
Carex curvula
Sophora japonica
Lupinus polyphyllus
Cuscuta reflexa
EUPHRASIA officinalis
Ophrys Loeselii
TYPHA angustifolia
Dorycnium hirsutum
Vitis subaphylla
Ctenopteris vulgaris
BOLLEA Lalindei
Fumaria lutea
Azolla Nilotica
Ammi majus
Epipactis purpurata
VERONICA officinalis
Oreodoxa oleracea
Caladenia alata
Typhonium cuspidatum
Alternanthera radicata
Cerastium latifolium
Pentanisia spicata
Cyclamen repandum
JUNCUS SUPINUS
Abies lasiocarpa
ROSA AGRESTIS
Sclarea indica
AZALEA procumbens
DROSERA anglica
Tephrosia virginica
Myricaria germanica
Lepturus incurvatus
Tabebuia dracocephaloides
Ribes sanguineum
OPHRYS Speculum
Cardamine hirsuta
Cereus grandiflorus
Homogyne discolor
Cyathea Moorei
Begonia crenata
LARDIZABALA biternata
Vinca rosea
Campanula Alpina
Cracca holosericea
Cyperus Papyrus
Festuca elatior
Cornus controversa
Hieracium globosum
Valeriana sylvatica
SciRPus PARvuLus
Pimelea hispida
Blechnum occidentale
Macrochloa tenacissima
Syzygium umbrosum
Lactuca formosana
Trifolium procumbens
Poa loliacea
Nectaropetalum congolense
IXIA radiata
Dorstenia argentata
Eleocharis pauciflora
Vittadinia disticha
RuBUS LEUCOSTACHYS
Phoenix zeylanica
ELLIOTTIA racemosa
Gyrostemon ramulosus
Borassus flabelliformis
CARDAMINE amara
orchis monophylla
Berardia globosa
Ranunculus ophioglossifolius
Salix herbacea
Hypericum alternifolium
xiphion kolpakowskianum
Ajuga Iva
Bupleurum Boissieri
Tozzia alpina
Seseli montanum
Glycine frutescens
Euphorbia cyparissias
LuzuLA sylvatica
Clibadium arboreum
Crypsis aculeata
PoNTEDERIA CORDATA
Cotoneaster integerrimus
Hypericum Alpestre
Erica arborea
VACCINIUM CESPITOSUM
Curculigo Orchioides
Potentilla verna
Scrophularia sambucifolia
Linaria purpurea
Stapelia olivacea
ACONITUM NAPELLUS
CARPINUS Betulus
Lagurus ovatus
Mimulus moschatus
Hieracium pumilum
Bembicia axillaris
Physanthyllis tetraphylla
Viola atlantica
Bertolonia guttata
Selago Welwitschii
Omphalodes verna
Saxifraga aphylla
Ulex Gallii
GNAPHALIUM germanicum
Drosera rotundifolia
SATYRIUM repens
Lactuca spinosa
Aster Concolor
Polygonum vacciniifolium
Callistachys ovata
Clematis rosea
Diospyros edulis
Osmunda coronaria
Colchicum turcicum
Leea sambucina
Phacelia bipinnatifida
Antholyza ringens
Orchis Coriophora
Antirrhinum minus
Coronilla minima
STAPELIA pulvinata
Trichomanes Vittaria
Hypoestes betsiliensis
DiANTHUs GLAUcus
Ophelia pauciflora
Barbarea intermedia
Protea speciosa
Hemerocallis flava
Gussonea cornuta
Hamelia patens
Burchellia Capensis
Bunium flexuosum
Rhamnus alaternus
Rhinanthus major
Lupinus nootkatensis
PoTAMOGETON NATANS
Manihot utilissima
Allium triquetrum
IsOETES LACUSTRis
Lobelia Cardinalis
Aspidium fontanum
Setaria Rottleri
Setaria italica
Cyclamen Coum
Campanula gracilis
Sesamothamnus Benguellensis
PYRUS DOMESTICA
Pouzolzia Walkeriana
SALIX amygdalina
Bifora radians
Thrincia hispida
DoRONicuM Pardalianches
Asimina insularis
Streptocarpus montanus
Xysmalobium Kaessneri
Staavia radiata
Cyperus badius
Micromelum minutum
Licania pallida
Lastrea spinosa
Oplismenus Crus-galli
Rubus suberectus
Henriquezia oblonga
Grevillea sulphurea
Agapetes buxifolia
Braya alpina
THALICTRUM MINUS
Caladenia suaveolens
Begonia heracleifolia
Turnera hermannioides
Physospermum Cornubiense
PEROVSKIA ATRIPLICIFOLIA
Borreria capitellata
Glyceria Borreri
Polygala fallax
Pterotheca nemausensis
Protea imbricata
Vellozia trichophylla
CAREX BACCANS
Corylopsis pauciflora
Fibichia umbellata
Hamelia ventricosa
Sium stoloniferum
Thrincia taraxacoides
Corydalis capnoides
Populus monilifera
PoTAMOGETON HETEROPHYLLUS
Primula mistassinica
Sida hispida
Samara pentandra
Euphorbia Morisoniana
Agapanthus umbellatus
Globularia nudicaulis
Clematis uncinata
Cheilanthes viscosa
Collinsia heterophylla
Chenopodium vulvaria
Hypodiscus capitatus
PoRTULACA PSAMMOTROPHA
Arabis vochinensis
Hibiscus vesicarius
Hesperis nivea
VERATRUM album
Oenothera suaveolens
Poa cenisia
Malva capensis
Thalassia Hemprichii
Lyonsia straminea
Galium tricorne
Kundmannia sicula
CYPERUS JEMINICUS
Sorbus Amelanchier
Melissa Calamintha
Glycine Apios
Gentiana rhodantha
Jungia formosa
Acacia dictyophleba
Melianthus major
Drymaria nitida
Leontopodium monocephalum
Agrostis setacea
Polygala purpurea
NICOTIANA Tabacum
Trichocentrum fuscum
Crusea hispida
Carex sylvatica
Triumfetta procumbens
LASTREA SPINOSA
Hypericum monogynum
Toxicodendron arborescens
Tulipa australis
RANUNCULUS FLAMMULA
Aspidium dumetorum
Kirganelia virginea
Cacalia linifolia
Nardus stricta
Gomphia decorans
Ophioglossum vulgatum
Poa sudetica
Lobelia robusta
KoBREsiA caricina
Urtica gigantea
Linaria supina
CuscuTA Hassiaca
Smyrnium nudicaule
Valerianella congesta
Loasa incana
Dryandra carduacea
Silphium albiflorum
BuPHTHALMUM AQUATicuM
Allium Ampeloprasum
Campanula hederacea
VERONICA Teucrium
Schoenus nigricans
EPISCIA BICOLOR
Cirsium eriophorum
DENDROBIUM crepidatum
GALIUM uliginosum
Conyza uniflora
Sedum Anglicum
Botryanthus odorus
LUDOVIA LATIFOLIA
Carduus personatus
Spergula pentandra
JUNCUS BIGLUMIS
Piper Matthewii
ECHIUM FRUTICOSUM
Euphorbia melitensis
Neottia Nidus-Avis
HiERACiUM RiVALE
Achania Malvaviscus
Helichrysum melanophthalmum
Tecoma Stans
Physalis barbadensis
Orchis albida
Conyza minor
Arenaria uliginosa
Najas marina
Gnaphalium Norvegicum
Viscaria vulgaris
Platanthera obtusata
CLEMATIS GRAVEOLENS
Cryptocarpus pyriformis
CAREX ARENARIA
Cucubalus polypetalus
Galeandra Harveyana
Agave paucifolia
Cuphocarpus inermis
Eucalyptus verrucosa
Cereus Gonzalezii
Rubus Briggsii
Lathyrus angulatus
Gomphocarpus truncatus
Artemisia lactiflora
Lilium apertum
Fadogia obovata
PsYCHOTRiA RUFiPEs
Maxillaria alba
Dermatobotrys Saundersii
SALIX TRIANDRA
Protea spicata
SMEATHMANNIA pubescens
Indigofera mucronata
Terminalia Buceras
Lotus pilosus
Nuphar pumila
LONICERA SYRINGANTHA
Stokesia cyanea
Carum Ammi
Cyclobothra elegans
NERINE pudica
ASTER Tripolium
Iris biflora
Lowia maxillarioides
Lumnitzera racemosa
Cacalia hastata
Acrotrema uniflorum
Senecio Hemsleyi
Crotalaria Harmsiana
Hesperis matronalis
SILENE NUTANS
Macrozamia corallipes
MASDEVALLIA ionocharis
Lepidium nudicaule
Euphorbia adenoptera
Scilla Non-Scripta
Uvaria microcarpa
GOODIA LOTIFOLIA
PARIS quadrifolia
SISYMBRIUM Sophia
Chenopodium Bonus-henricus
Cereus maritimus
Veratrum album
Caryota urens
Ceropegia Barklyi
Galeopsis dubia
Ziziphora capitata
Carduus stellatus
Hedychium chrysoleucum
Raphionacme Bagshawei
Lasiandra Kunthiana
PoA aquatica
Rhododendron Veitchianum
Laguncularia racemosa
Asclepias vestita
Vatica papuana
Cheiranthus erysimoides
Saponaria vaccaria
Indigofera anabaptista
Carex pulla
Pyrenacantha chlorantha
KoELERiA cRisTATA
Guatteria fragrans
STATICE PUBESCENS
VERBASCUM Lychnitis
Protea umbellata
Rubia sylvestris
Xerophyta spinulosa
Tropaeolum pentaphyllum
Vitis repanda
LEONTODON HIRTUS
Ribes acidum
Aciphylla Traillii
IMPATIENS Hookeriana
Gymnosporia cuneifolia
Primula oreodoxa
EUPHORBIA viperina
Carduus syriacus
Passiflora edulis
Duhamelia ventricosa
Solidago thyrsoidea
Odontoglossum vexillarium
Camelina sylvestris
Campanula Macrophylla
Azalea occidentalis
Carex magellanica
Petasites fragrans
Callitriche autumnalis
Ormosia coccinea
TRADESCANTIA VIRGINICA
Trixis corymbosa
Isoetes coromandelina
Porlieria hygrometrica
Anchusa undulata
Coccoloba uvifera
Adiantum amoenum
Hexuris Gardneri
Amphicome arguta
Hypoxis elata
Thlaspi arvense
Jacea tricolor
OPHIOGLOSSUM LUSITANICUM
Pleurothallis spectrilinguis
CHRYSANTHEMUM rotundifolium
Hedychium peregrinum
Grewia polygama
ALOE variegata
Spergularia rubra
Simaba Cedron
Chaitaea Tacca
Primula Elatior
Daucus maritimus
Medica echinata
Banksia australis
Thalictrum akanense
Thunbergia alata
Wedelia abyssinica
JUNCUS FILIFORMIS
Commiphora Myrrha
Montia repens
Iris Sibirica
Couroupita odoratissima
Lysimachia nemorum
Bidens frutescens
Echiochilon longiflorum
Myosotis arvensis
Pistorinia hispanica
Duboisia myoporoides
COSTUS Malortieanus
Eucomis striata
Agropyron caninum
Linaria bipartita
Dictyoxiphium panamense
Gymnadenia Pinguicula
Viola rupestris
Trollius chinensis
Hakea Victoria
Lysimachia paridiformis
CoRYLUs avellana
Alyxia gracilis
Pavonia triloba
Oreomyrrhis Haastii
Soldanella pusilla
ARENARIA GOTHICA
ASPIDIUM fontanum
Helianthus decapetalus
Zygopetalum obtusatum
Tussacia vitellina
Morinda umbellata
Cupressus torulosa
Ophrys speculum
Gardenia citriodora
SALIX ALBA
Thomasia petalocalyx
Chelidonium majus
Astragalus uralensis
Malva geranioides
Punica Granatum
Sedum Alfredi
Vicia vestita
Ballota ruderalis
Phegopteris Dryopteris
Tigridia pavonia
PuLMONARiA OFFICINALIS
Clematis Viorna
ASPLENIUM RUTA-MURARIA
Lagarinthus revolutus
Maxillaria fucata
Touchardia latifolia
IRIS biflora
Orchis incarnata
Vateria nervosa
Crataegus alnifolia
Oncidium cucullatum
Spiraea Douglasii
Rhinanthus glaber
Eriocaulon septangulare
ScHOENUS nigricans
Potentilla Tormentilla
Mulgedium macrorhizum
Eragrostis zeylanica
Hypericum uralum
Lupinus luteus
Cichorium INTYBUS
Sinapis arvensis
KLUGIA Notoniana
Gaura coccinea
Fumaria occidentalis
Astragalus Cicer
FuMARIA OCCIDENTALIS
Cyathodes acerosa
Hamamelis chinensis
Obeliscaria pulcherrima
ATRIPLEX erecta
MENTHA gentilis
Calophyllum pulcherrimum
BoTRYCHiUM Lunaria
Oldenlandia repens
DispoRUM UNIFLORUM
Carduus nigrescens
Teucrium scordium
Cyperus alpinus
Strychnos potatorum
Tamarix speciosa
Rubus rusticanus
Sida integerrima
Pteris nervosa
Guettarda Leai
Caraguata Zahnii
Gerbera Welwitschii
Rhododendron grande
Axyris ceratoides
Mimulus ringens
Lemna polyrhiza
Dianthus atrorubens
Nelumbium Jamaicense
Eulophia bicolor
Arbutus Uva-Ursi
Oliverella elegans
Mussaenda leptantha
Leianthus umbellatus
Potamogeton americanus
Prunus avium
Euphorbia heptagona
Ophrys spiralis
Hydrolea zeylanica
Ononis crotalarioides
Allium fragrans
Pyrus japonica
Bertiera coccinea
Stachys officinalis
Athamanta meum
HYPOCALYMMA robustum
Bauera Rubioides
Arenaria serpyllifolia
Deyeuxia borealis
Lobelia phyllostachya
Begonia Wageneriana
Pyrus Sargentii
Trifolium grandiflorum
Begonia acuminata
Impatiens biglandulosa
Areca oleracea
Tragus racemosus
Pardanthus chinensis
CALCEOLARIA CANA
Andromeda ovalifolia
Lithospermum maritimum
Calamagrostis pumila
Thea viridis
Cleome pentaphylla
Onopordum Arabicum
Weihea sessiliflora
Vicia sepium
SOLANUM NIGRUM
Centaurea splendens
Malope trifida
Caprifolium Germanicum
Hieracium cymosum
Arum vulgare
Balbisia verticillata
Gamogyne pulchra
Salix HERBACEA
BILLBERGIA decora
Calceolaria mexicana
Pinus macrocarpa
Primula Juliae
EUPHRASIA MINIMA
Edwardsia grandiflora
Seseli libanotis
Psychotria chontalensis
Trichoglottis cochlearis
Fraxinus excelsior
Chloris virgata
HeLLEBORUS VIRIDIS
Hordeum maritimum
Betula nana
Dielytra Canadensis
Chrysanthemum ornatum
Silene mogadorensis
Hierochloe odorata
Soyauxia Talbotii
Hieracium ampliatum
DISA Cooperi
Turgenia latifolia
Caucalis latifolia
Ceroxylon andicola
Vicia hirsuta
ANTIRRHINUM Cymbalaria
Formania mekongensis
Erica aristata
Solanum Dulcamara
acacia argyrophylla
Lathyrus nissolia
Nerine japonica
Bromus mollis
Psychotria ternifolia
Malva Tournefortiana
Kalanchoe tomentosa
Fumana arbuscula
BiDENs TRIPARTITA
Aria suecica
Volkmannia japonica
Vicia tetrasperma
Pulegium erectum
Althaea caribaea
Hemicyclia australasica
Cephaelis Ipecacuanha
Hieracium proximum
Catasetum glaucoglossum
Kalanchoe paniculata
Polygonatum amabile
Lastrea filix-mas
Pimelea ferruginea
Veronica marilandica
Orobanche amethystea
Tecoma incisa
Lycopodium diaphanum
Bupleurum tenuissimum
Drosera occidentalis
Crocus imperati
Saxifraga rupestris
TussiLAGo Farfara
Tulipa ingens
Calendula chrysanthemifolia
Luzula arcuata
Volkameria cordifolia
PlantagO Coronopus
Clematis orientalis
Euphorbia Paralias
DiPSACUS SYLVESTRis
Hypericum dubium
GOODIA lotifolia
VERONICA Beccabunga
Trifolium creticum
Watsonia aletroides
Camellia axillaris
Sparganium minimum
Polypodium australe
ASPARAGUS officinalis
SCHIZANTHUS GRAHAMII
Nephrodium filix-mas
Deutzia parviflora
Orothamnus Zeyheri
Alyssum saxatile
SINAPIS arvensis
oxalis lasiopetala
Salicornia disarticulata
Melaleuca linearis
CAREX INTERMEDIA
RuMEX aquaticus
Scorpiurus subvillosus
Andromeda Stelleriana
Helichrysum Kilimanjari
OxALis AcETOSELLA
Pandanus unguifer
Matthiola tricuspidata
Erinus tomentosus
Welwitschia Mirabilis
Euphorbia amygdaloides
Ruellia placoidea
Menispermum acuminatum
Hydrocotyle macrophylla
Euphrasia curta
Epidendrum Mooreanum
Rosa sylvestris
Bellardia trixago
Malva amoena
GLADIOLUS ILLYRICUS
Chenopodium bonus-henricus
Amaria petiolata
OxALis corniculata
Convolvulus ochraceus
Arenaria rubella
Acacia armata
Agrimonia odorata
Statice latifolia
Androsace albana
Festuca maritima
Aira praecox
Halimus pedunculatus
Stellaria radicans
Gaultheria shallon
Tussilago petasites
Fritillaria Grayana
Corydalis claviculata
Lychnis vespertina
Baeckea linifolia
Helleborus odorus
Bartsia viscosa
Ammophila arenaria
Polygonum Bistorta
Nephrodium Leuzeanum
Panax elegans
Petrocallis pyrenaica
Asparagus marinus
Carex digitata
PHILLYREA paniculata
Sibbaldia procumbens
Lobelia inflata
Calluna erica
Phyllostachys henonis
Crataegus aestivalis
Umbellulanthus floribundus
Hoffmannia brachycarpa
Atriplex pedunculata
Hopkirkia hirsuta
Funkia ovata
Polypodium phegopteris
ROSA BAKERI
Aristolochia Thwaitesii
Rheum acuminatum
PoA ALPiNA
Spiraea Ulmaria
Eranthis hyemalis
Erica gemmifera
